"ID","name","Binom_Genome_Fraction","Binom_Expected","Binom_Observed_Region_Hits","Binom_Fold_Enrichment","Binom_Region_Set_Coverage","Binom_Raw_PValue","Binom_Adjp_BH","Hyper_Total_Genes","Hyper_Expected","Hyper_Observed_Gene_Hits","Hyper_Fold_Enrichment","Hyper_Gene_Set_Coverage","Hyper_Term_Gene_Coverage","Hyper_Raw_PValue","Hyper_Adjp_BH","set"
"GO:1904935","positive regulation of cell proliferation in midbrain",7.716604e-06,0.3724265,4,10.74038,8.287922e-05,0.0005961194,0.00221543958501277,1,0.7080626,1,1.412304,6.601096e-05,1,0.7080626,0.835455149990986,"all_mouse"
"GO:1990792","cellular response to glial cell derived neurotrophic factor",7.716604e-06,0.3724265,4,10.74038,8.287922e-05,0.0005961194,0.00221543958501277,1,0.7080626,1,1.412304,6.601096e-05,1,0.7080626,0.835455149990986,"all_mouse"
"GO:0090182","regulation of secretion of lysosomal enzymes",9.687114e-06,0.4675292,5,10.69452,0.000103599,0.000126343,0.000537656004551365,2,1.416125,2,1.412304,0.0001320219,1,0.501343,0.77104805756579,"all_mouse"
"GO:0002737","negative regulation of plasmacytoid dendritic cell cytokine production",9.708644e-06,0.4685683,5,10.6708,0.000103599,0.000127644,0.000542487,1,0.7080626,1,1.412304,6.601096e-05,1,0.7080626,0.835455149990986,"all_mouse"
"GO:0019050","suppression by virus of host apoptotic process",4.486017e-05,2.165087,23,10.62313,0.0004765555,2.524495e-16,4.52060732558139e-15,2,1.416125,2,1.412304,0.0001320219,1,0.501343,0.77104805756579,"all_mouse"
"GO:0030472","mitotic spindle organization in nucleus",2.348635e-05,1.133522,12,10.58648,0.0002486377,3.306726e-09,2.87608261395349e-08,1,0.7080626,1,1.412304,6.601096e-05,1,0.7080626,0.835455149990986,"all_mouse"
"GO:0007630","jump response",5.893778e-06,0.2844514,3,10.54662,6.215942e-05,0.003103624,0.00994279823586983,1,0.7080626,1,1.412304,6.601096e-05,1,0.7080626,0.835455149990986,"all_mouse"
"GO:0060010","Sertoli cell fate commitment",2.752218e-05,1.328303,14,10.53977,0.0002900773,1.771023e-10,1.77509119984686e-09,1,0.7080626,1,1.412304,6.601096e-05,1,0.7080626,0.835455149990986,"all_mouse"
"GO:0001579","medium-chain fatty acid transport",1.967413e-05,0.9495325,10,10.5315,0.0002071981,6.94257e-08,5.06567677257525e-07,2,1.416125,2,1.412304,0.0001320219,1,0.501343,0.77104805756579,"all_mouse"
"GO:0071929","alpha-tubulin acetylation",7.870709e-06,0.379864,4,10.53008,8.287922e-05,0.0006414067,0.00237242546001695,2,1.416125,2,1.412304,0.0001320219,1,0.501343,0.77104805756579,"all_mouse"
"GO:0001300","chronological cell aging",2.367558e-05,1.142655,12,10.50186,0.0002486377,3.610638e-09,3.12174712153236e-08,1,0.7080626,1,1.412304,6.601096e-05,1,0.7080626,0.835455149990986,"all_mouse"
"GO:1905222","atrioventricular canal morphogenesis",2.367558e-05,1.142655,12,10.50186,0.0002486377,3.610638e-09,3.12174712153236e-08,1,0.7080626,1,1.412304,6.601096e-05,1,0.7080626,0.835455149990986,"all_mouse"
"GO:0042843","D-xylose catabolic process",7.894127e-06,0.3809943,4,10.49885,8.287922e-05,0.0006484955,0.00239729062270545,1,0.7080626,1,1.412304,6.601096e-05,1,0.7080626,0.835455149990986,"all_mouse"
"GO:0070126","mitochondrial translational termination",2.371487e-05,1.144551,12,10.48447,0.0002486377,3.67679e-09,3.17474809366755e-08,2,1.416125,2,1.412304,0.0001320219,1,0.501343,0.77104805756579,"all_mouse"
"GO:0032889","regulation of vacuole fusion, non-autophagic",9.888055e-06,0.4772272,5,10.47719,0.000103599,0.0001388881,0.000585144907949791,1,0.7080626,1,1.412304,6.601096e-05,1,0.7080626,0.835455149990986,"all_mouse"
"GO:0036496","regulation of translational initiation by eIF2 alpha dephosphorylation",5.945147e-06,0.2869306,3,10.45549,6.215942e-05,0.003179653,0.0101367895202143,1,0.7080626,1,1.412304,6.601096e-05,1,0.7080626,0.835455149990986,"all_mouse"
"GO:1903917","positive regulation of endoplasmic reticulum stress-induced eIF2 alpha dephosphorylation",5.945147e-06,0.2869306,3,10.45549,6.215942e-05,0.003179653,0.0101367895202143,1,0.7080626,1,1.412304,6.601096e-05,1,0.7080626,0.835455149990986,"all_mouse"
"GO:0043128","positive regulation of 1-phosphatidylinositol 4-kinase activity",2.198382e-05,1.061005,11,10.36753,0.0002279179,1.821558e-08,1.42950804676259e-07,1,0.7080626,1,1.412304,6.601096e-05,1,0.7080626,0.835455149990986,"all_mouse"
"GO:1902511","negative regulation of apoptotic DNA fragmentation",1.005387e-05,0.4852299,5,10.30439,0.000103599,0.0001499393,0.000629273945815967,1,0.7080626,1,1.412304,6.601096e-05,1,0.7080626,0.835455149990986,"all_mouse"
"GO:0006680","glucosylceramide catabolic process",1.207801e-05,0.5829212,6,10.29299,0.0001243188,3.314275e-05,0.000157358939970983,2,1.416125,2,1.412304,0.0001320219,1,0.501343,0.77104805756579,"all_mouse"
"GO:1903755","positive regulation of SUMO transferase activity",1.209766e-05,0.5838692,6,10.27627,0.0001243188,3.344056e-05,0.00015871534822335,1,0.7080626,1,1.412304,6.601096e-05,1,0.7080626,0.835455149990986,"all_mouse"
